Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,
NSE,11603,100,781UP34,781UP34-SG,SG,0.01,
NSE,11408,100,781UP32,781UP32-SG,SG,0.01,
NSE,10190,100,781TN52,781TN52-SG,SG,0.01,
NSE,24883,1,781TCHE27,781TCHE27-N0,N0,0.01,
NSE,10219,100,781RJ47,781RJ47-SG,SG,0.01,
NSE,10462,100,781RJ32,781RJ32-SG,SG,0.01,
NSE,20400,100,781MZ37,781MZ37-SG,SG,0.01,
NSE,11706,100,781KL44,781KL44-SG,SG,0.01,
NSE,11690,100,781HR32C,781HR32C-SG,SG,0.01,
NSE,10461,100,781HR32B,781HR32B-SG,SG,0.01,
NSE,10331,100,781HR32A,781HR32A-SG,SG,0.01,
NSE,9780,100,781HR32,781HR32-SG,SG,0.01,
NSE,11506,100,781GJ32,781GJ32-SG,SG,0.01,
NSE,9779,100,781GA32,781GA32-SG,SG,0.01,
NSE,27907,1,780SICC29,780SICC29-N0,N0,0.01,
NSE,20964,100,780KA30,780KA30-SG,SG,0.01,
NSE,20219,100,780HR30,780HR30-SG,SG,0.01,
NSE,23240,1,780BFL27,780BFL27-N0,N0,0.01,
NSE,21050,100,780AP33,780AP33-SG,SG,0.01,
NSE,20221,100,77UP35,77UP35-SG,SG,0.01,
NSE,19484,100,77UP34,77UP34-SG,SG,0.01,
NSE,19616,100,77UP33,77UP33-SG,SG,0.01,
NSE,20480,100,77TS38,77TS38-SG,SG,0.01,
NSE,10844,100,77TN42,77TN42-SG,SG,0.01,
NSE,22498,100,77SK34,77SK34-SG,SG,0.01,
NSE,19732,100,77RJ43,77RJ43-SG,SG,0.01,
NSE,9532,100,77RJ32,77RJ32-SG,SG,0.01,
NSE,11416,100,77PN42,77PN42-SG,SG,0.01,
NSE,13992,100,77PN40,77PN40-SG,SG,0.01,
NSE,13256,100,77MZ35,77MZ35-SG,SG,0.01,
NSE,13892,100,77MN35,77MN35-SG,SG,0.01,
NSE,20173,100,77MH34A,77MH34A-SG,SG,0.01,
NSE,19899,100,77MH34,77MH34-SG,SG,0.01,
NSE,20172,100,77MH33A,77MH33A-SG,SG,0.01,
NSE,14425,100,77MH33,77MH33-SG,SG,0.01,
NSE,14424,100,77MH31,77MH31-SG,SG,0.01,
NSE,11590,100,77MH30,77MH30-SG,SG,0.01,
NSE,11424,100,77KL47,77KL47-SG,SG,0.01,
NSE,19606,100,77KA34,77KA34-SG,SG,0.01,
NSE,19909,100,77KA33,77KA33-SG,SG,0.01,
NSE,13392,100,77JK37,77JK37-SG,SG,0.01,
NSE,3428,1,77IGT28,77IGT28-NE,NE,0.01,
NSE,12303,100,77HR34,77HR34-SG,SG,0.01,
NSE,14532,100,77HR32,77HR32-SG,SG,0.01,
NSE,14159,100,77HR31,77HR31-SG,SG,0.01,
NSE,13901,100,77HP38,77HP38-SG,SG,0.01,
NSE,13896,100,77HP36,77HP36-SG,SG,0.01,
NSE,20171,100,77GA33B,77GA33B-SG,SG,0.01,
NSE,19910,100,77GA33A,77GA33A-SG,SG,0.01,
NSE,19481,100,77GA33,77GA33-SG,SG,0.01,
NSE,20226,100,77BR38,77BR38-SG,SG,0.01,
NSE,12300,100,77BR32,77BR32-SG,SG,0.01,
NSE,19522,100,77BR31,77BR31-SG,SG,0.01,
NSE,21168,100,77AP43A,77AP43A-SG,SG,0.01,
NSE,19730,100,77AP43,77AP43-SG,SG,0.01,
NSE,21825,100,77AP42,77AP42-SG,SG,0.01,
NSE,20482,100,77AP38,77AP38-SG,SG,0.01,
NSE,14958,100,77AP32,77AP32-SG,SG,0.01,
NSE,14636,100,77AP30A,77AP30A-SG,SG,0.01,
NSE,14268,100,77AP30,77AP30-SG,SG,0.01,
NSE,20390,100,77AP29A,77AP29A-SG,SG,0.01,
NSE,14421,100,77AP29,77AP29-SG,SG,0.01,
NSE,14359,100,77AP28,77AP28-SG,SG,0.01,
NSE,14447,100,779WB42,779WB42-SG,SG,0.01,
NSE,19905,100,779WB40,779WB40-SG,SG,0.01,
NSE,14829,100,779UP33,779UP33-SG,SG,0.01,
NSE,11405,100,779TN32,779TN32-SG,SG,0.01,
NSE,20843,1,779SIDBI27,779SIDBI27-N0,N0,0.01,
NSE,11404,100,779RJ32,779RJ32-SG,SG,0.01,
NSE,21166,100,779PN38,779PN38-SG,SG,0.01,
NSE,20360,100,779PN37,779PN37-SG,SG,0.01,
NSE,20356,100,779PN36,779PN36-SG,SG,0.01,
NSE,29643,1,779LTFL30,779LTFL30-N0,N0,0.01,
NSE,14650,100,779JK35,779JK35-SG,SG,0.01,
NSE,14839,100,779HP38,779HP38-SG,SG,0.01,
NSE,10458,100,779AP31,779AP31-SG,SG,0.01,
NSE,25939,1,7798LTFH29,7798LTFH29-N0,N0,0.01,
NSE,14651,100,778UP36,778UP36-SG,SG,0.01,
NSE,14649,100,778UP35,778UP35-SG,SG,0.01,
NSE,14647,100,778TS34,778TS34-SG,SG,0.01,
NSE,27282,1,778SHFL28,778SHFL28-N0,N0,0.01,
NSE,14824,100,778RJ33,778RJ33-SG,SG,0.01,
NSE,21277,100,778PY36,778PY36-SG,SG,0.01,
NSE,21165,100,778PN37,778PN37-SG,SG,0.01,
NSE,20395,100,778NL33,778NL33-SG,SG,0.01,
NSE,23063,1,778NHB27,778NHB27-NA,NA,0.01,
NSE,11294,100,778MZ37,778MZ37-SG,SG,0.01,
NSE,11401,100,778MZ32,778MZ32-SG,SG,0.01,
NSE,10330,100,778ML31,778ML31-SG,SG,0.01,
NSE,11678,100,778MH30,778MH30-SG,SG,0.01,
NSE,21933,100,778MH29,778MH29-SG,SG,0.01,
NSE,19747,100,778BR31,778BR31-SG,SG,0.01,
NSE,21270,100,778AS34,778AS34-SG,SG,0.01,
NSE,9451,100,778AP42,778AP42-SG,SG,0.01,
NSE,9450,100,778AP41,778AP41-SG,SG,0.01,
NSE,757639,1,778AIFL30,778AIFL30-N0,N0,0.01,
NSE,14642,100,777RJ33,777RJ33-SG,SG,0.01,
NSE,10638,100,777RJ32,777RJ32-SG,SG,0.01,
NSE,20397,100,777PN36,777PN36-SG,SG,0.01,
NSE,19720,100,777PN33,777PN33-SG,SG,0.01,
NSE,14850,100,777MP47,777MP47-SG,SG,0.01,
NSE,14451,100,777MP43,777MP43-SG,SG,0.01,
NSE,20361,100,777MN38,777MN38-SG,SG,0.01,
NSE,11604,100,777JK37,777JK37-SG,SG,0.01,
NSE,14437,100,777JK35,777JK35-SG,SG,0.01,
NSE,21308,1,777IREDA27,777IREDA27-N9,N9,0.01,
NSE,21276,100,777HR36,777HR36-SG,SG,0.01,
NSE,14825,100,777HR33,777HR33-SG,SG,0.01,
NSE,10652,100,777HR32,777HR32-SG,SG,0.01,
NSE,10459,100,777GJ32,777GJ32-SG,SG,0.01,
NSE,9771,100,777GJ31,777GJ31-SG,SG,0.01,
NSE,14341,100,777AP40,777AP40-SG,SG,0.01,
NSE,20355,100,777AP35,777AP35-SG,SG,0.01,
NSE,14820,100,776UK33,776UK33-SG,SG,0.01,
NSE,14860,100,776TN53,776TN53-SG,SG,0.01,
NSE,23892,1,776TIL34,776TIL34-N1,N1,0.01,
NSE,9449,100,776PN37,776PN37-SG,SG,0.01,
NSE,20357,100,776MP37A,776MP37A-SG,SG,0.01,
NSE,19727,100,776MP37,776MP37-SG,SG,0.01,
NSE,14379,100,776MN35,776MN35-SG,SG,0.01,
NSE,11390,100,776MH30,776MH30-SG,SG,0.01,
NSE,14861,100,776KL58,776KL58-SG,SG,0.01,
NSE,14855,100,776KL51,776KL51-SG,SG,0.01,
NSE,10773,100,776KL38,776KL38-SG,SG,0.01,
NSE,21272,100,776KL35,776KL35-SG,SG,0.01,
NSE,11867,100,776HR30,776HR30-SG,SG,0.01,
NSE,14641,100,776HP33,776HP33-SG,SG,0.01,
NSE,10235,100,776HP30,776HP30-SG,SG,0.01,
NSE,27094,1,776FEDB34,776FEDB34-N0,N0,0.01,
NSE,19726,100,776AP37,776AP37-SG,SG,0.01,
NSE,9438,100,776AP32,776AP32-SG,SG,0.01,
NSE,14446,100,775WB39,775WB39-SG,SG,0.01,
NSE,14442,100,775UP38,775UP38-SG,SG,0.01,
NSE,14441,100,775UP35,775UP35-SG,SG,0.01,
NSE,20351,100,775UP34,775UP34-SG,SG,0.01,
NSE,20349,100,775UP33,775UP33-SG,SG,0.01,
NSE,19725,100,775TS37,775TS37-SG,SG,0.01,
NSE,10651,100,775TN32,775TN32-SG,SG,0.01,
NSE,22104,100,775TN30,775TN30-SG,SG,0.01,
NSE,19483,100,775SK33A,775SK33A-SG,SG,0.01,
NSE,14822,100,775SK33,775SK33-SG,SG,0.01,
NSE,21741,1,775SIDBI27,775SIDBI27-N1,N1,0.01,
NSE,27928,1,775SFL26,775SFL26-N0,N0,0.01,
NSE,19903,100,775RJ36,775RJ36-SG,SG,0.01,
NSE,20354,100,775RJ35,775RJ35-SG,SG,0.01,
NSE,10782,100,775PN42,775PN42-SG,SG,0.01,
NSE,19486,100,775PN36,775PN36-SG,SG,0.01,
NSE,30142,1,775PFCL26A,775PFCL26A-N0,N0,0.01,
NSE,14821,100,775NL33,775NL33-SG,SG,0.01,
NSE,27803,1,775LTFL27,775LTFL27-N0,N0,0.01,
NSE,24942,1,775LICH29,775LICH29-N0,N0,0.01,
NSE,20353,100,775HR35A,775HR35A-SG,SG,0.01,
NSE,19722,100,775HR35,775HR35-SG,SG,0.01,
NSE,14818,100,775HP32,775HP32-SG,SG,0.01,
NSE,11400,100,775GJ32,775GJ32-SG,SG,0.01,
NSE,20348,100,775GA33,775GA33-SG,SG,0.01,
NSE,29551,1,775CIT38,775CIT38-N0,N0,0.01,
NSE,14816,100,775CG31,775CG31-SG,SG,0.01,
NSE,11760,100,775AP29,775AP29-SG,SG,0.01,
NSE,14658,100,774WB43,774WB43-SG,SG,0.01,
NSE,14655,100,774WB41,774WB41-SG,SG,0.01,
NSE,11607,100,774WB39,774WB39-SG,SG,0.01,
NSE,14554,100,774UP37,774UP37-SG,SG,0.01,
NSE,14376,100,774UK33,774UK33-SG,SG,0.01,
NSE,14660,100,774TS48,774TS48-SG,SG,0.01,
NSE,10784,100,774TS46,774TS46-SG,SG,0.01,
NSE,10783,100,774TS45,774TS45-SG,SG,0.01,
NSE,20352,100,774TS35,774TS35-SG,SG,0.01,
NSE,14663,100,774RJ49,774RJ49-SG,SG,0.01,
NSE,11418,100,774RJ42,774RJ42-SG,SG,0.01,
NSE,14654,100,774RJ40,774RJ40-SG,SG,0.01,
NSE,19728,100,774RJ39,774RJ39-SG,SG,0.01,
NSE,21156,100,774RJ34,774RJ34-SG,SG,0.01,
NSE,20394,100,774RJ33A,774RJ33A-SG,SG,0.01,
NSE,20347,100,774RJ33,774RJ33-SG,SG,0.01,
NSE,28550,1,774PSB34,774PSB34-N0,N0,0.01,
NSE,14653,100,774PN39,774PN39-SG,SG,0.01,
NSE,14558,100,774MZ38,774MZ38-SG,SG,0.01,
NSE,10540,100,774MZ33,774MZ33-SG,SG,0.01,
NSE,14656,100,774MP43,774MP43-SG,SG,0.01,
NSE,14378,100,774MH33,774MH33-SG,SG,0.01,
NSE,27280,1,774LICH27,774LICH27-N0,N0,0.01,
NSE,25047,1,774LIC28,774LIC28-N0,N0,0.01,
NSE,12311,100,774KA37,774KA37-SG,SG,0.01,
NSE,21274,100,774KA36,774KA36-SG,SG,0.01,
NSE,21155,100,774KA34,774KA34-SG,SG,0.01,
NSE,20365,100,774JK43,774JK43-SG,SG,0.01,
NSE,30479,1,774IREDA35,774IREDA35-N0,N0,0.01,
NSE,20030,1,774IREDA31,774IREDA31-N7,N7,0.01,
NSE,9444,100,774HR35,774HR35-SG,SG,0.01,
NSE,14814,100,774HR31,774HR31-SG,SG,0.01,
NSE,11676,100,774HR29,774HR29-SG,SG,0.01,
NSE,20184,100,774HP38,774HP38-SG,SG,0.01,
NSE,11597,100,774GA32,774GA32-SG,SG,0.01,
NSE,20342,100,774CG31,774CG31-SG,SG,0.01,
NSE,21877,100,774BR39,774BR39-SG,SG,0.01,
NSE,20401,100,774BR38,774BR38-SG,SG,0.01,
NSE,20476,100,774AS33A,774AS33A-SG,SG,0.01,
NSE,19892,100,774AS33,774AS33-SG,SG,0.01,
NSE,11417,100,774AP42,774AP42-SG,SG,0.01,
NSE,10719,100,774AP38,774AP38-SG,SG,0.01,
NSE,21164,100,774AP36A,774AP36A-SG,SG,0.01,
NSE,19724,100,774AP36,774AP36-SG,SG,0.01,
NSE,21153,100,774AP32A,774AP32A-SG,SG,0.01,
NSE,14373,100,774AP32,774AP32-SG,SG,0.01,
NSE,10647,100,774AP31,774AP31-SG,SG,0.01,
NSE,9719,100,773WB32,773WB32-SG,SG,0.01,
NSE,20180,100,773UP35,773UP35-SG,SG,0.01,
NSE,20179,100,773UP34,773UP34-SG,SG,0.01,
NSE,19891,100,773UP33A,773UP33A-SG,SG,0.01,
NSE,14538,100,773UP33,773UP33-SG,SG,0.01,
NSE,20189,100,773TS40,773TS40-SG,SG,0.01,
NSE,14436,100,773TS34,773TS34-SG,SG,0.01,
NSE,29676,1,773TIL35,773TIL35-N0,N0,0.01,
NSE,29103,1,773TCHFL30,773TCHFL30-N0,N0,0.01,
NSE,13979,100,773RJ38,773RJ38-SG,SG,0.01,
NSE,19716,100,773RJ33,773RJ33-SG,SG,0.01,
NSE,21872,100,773MZ39,773MZ39-SG,SG,0.01,
NSE,19611,100,773MN35,773MN35-SG,SG,0.01,
NSE,21273,100,773MH36,773MH36-SG,SG,0.01,
NSE,14645,100,773MH34,773MH34-SG,SG,0.01,
NSE,14819,100,773MH32,773MH32-SG,SG,0.01,
NSE,30149,1,773LICH27,773LICH27-N0,N0,0.01,
NSE,23248,1,773LIC34,773LIC34-N2,N2,0.01,
NSE,21818,100,773KA41,773KA41-SG,SG,0.01,
NSE,19723,100,773KA36,773KA36-SG,SG,0.01,
NSE,21163,100,773KA35A,773KA35A-SG,SG,0.01,
NSE,19721,100,773KA35,773KA35-SG,SG,0.01,
NSE,20350,100,773KA34,773KA34-SG,SG,0.01,
NSE,9441,100,773HR33,773HR33-SG,SG,0.01,
NSE,14369,100,773HR32,773HR32-SG,SG,0.01,
NSE,7127,1,773GS2034,773GS2034-GS,GS,0.01,
NSE,14652,100,773GJ36,773GJ36-SG,SG,0.01,
NSE,10648,100,773GJ32,773GJ32-SG,SG,0.01,
NSE,21049,100,773GJ29,773GJ29-SG,SG,0.01,
NSE,19717,100,773GA33,773GA33-SG,SG,0.01,
NSE,19746,100,773CG31,773CG31-SG,SG,0.01,
NSE,21539,100,773BR39A,773BR39A-SG,SG,0.01,
NSE,21167,100,773BR39,773BR39-SG,SG,0.01,
NSE,19904,100,773BR38,773BR38-SG,SG,0.01,
NSE,14534,100,773BR33,773BR33-SG,SG,0.01,
NSE,11598,100,773BR32,773BR32-SG,SG,0.01,
NSE,20391,100,773AP32A,773AP32A-SG,SG,0.01,
NSE,14640,100,773AP32,773AP32-SG,SG,0.01,
NSE,11295,100,772WB38,772WB38-SG,SG,0.01,
NSE,20399,100,772WB37,772WB37-SG,SG,0.01,
NSE,13973,100,772UP36,772UP36-SG,SG,0.01,
NSE,19900,100,772UP34,772UP34-SG,SG,0.01,
NSE,14452,100,772TS46,772TS46-SG,SG,0.01,
NSE,19902,100,772TS36,772TS36-SG,SG,0.01,
NSE,19609,100,772TS35,772TS35-SG,SG,0.01,
NSE,21269,100,772TN34,772TN34-SG,SG,0.01,
NSE,19618,100,772TN33,772TN33-SG,SG,0.01,
NSE,25078,1,772TIL34,772TIL34-N0,N0,0.01,
NSE,9725,100,772RJ35,772RJ35-SG,SG,0.01,
NSE,19912,100,772RJ33,772RJ33-SG,SG,0.01,
NSE,19539,100,772MZ38,772MZ38-SG,SG,0.01,
NSE,13977,100,772MP38,772MP38-SG,SG,0.01,
NSE,9718,100,772MN32,772MN32-SG,SG,0.01,
NSE,19517,100,772ML31,772ML31-SG,SG,0.01,
NSE,21271,100,772MH35,772MH35-SG,SG,0.01,
NSE,9724,100,772MH34,772MH34-SG,SG,0.01,
NSE,14639,100,772MH32,772MH32-SG,SG,0.01,
NSE,14367,100,772MH31,772MH31-SG,SG,0.01,
NSE,21281,100,772KA37,772KA37-SG,SG,0.01,
NSE,20477,100,772KA35A,772KA35A-SG,SG,0.01,
NSE,20396,100,772KA35,772KA35-SG,SG,0.01,
NSE,20947,100,772JK43,772JK43-SG,SG,0.01,
NSE,9717,100,772JK32,772JK32-SG,SG,0.01,
NSE,3470,1,772IGT31,772IGT31-NK,NK,0.01,
NSE,19901,100,772HR35,772HR35-SG,SG,0.01,
NSE,20393,100,772HR33,772HR33-SG,SG,0.01,
NSE,14638,100,772HR32,772HR32-SG,SG,0.01,
NSE,14637,100,772HP31,772HP31-SG,SG,0.01,
NSE,7136,1,772GS2055,772GS2055-GS,GS,0.01,
NSE,9604,1,772GS2049,772GS2049-GS,GS,0.01,
NSE,7123,1,772GS2025,772GS2025-GS,GS,0.01,
NSE,14553,100,772GJ35,772GJ35-SG,SG,0.01,
NSE,14643,100,772GJ34,772GJ34-SG,SG,0.01,
NSE,14375,100,772BR33A,772BR33A-SG,SG,0.01,
NSE,14161,100,772BR33,772BR33-SG,SG,0.01,
NSE,14539,100,772AS33,772AS33-SG,SG,0.01,
NSE,19729,100,772AP41,772AP41-SG,SG,0.01,
NSE,20183,100,772AP38,772AP38-SG,SG,0.01,
NSE,19620,100,772AP36,772AP36-SG,SG,0.01,
NSE,10718,100,772AP35,772AP35-SG,SG,0.01,
NSE,10527,100,772AP34,772AP34-SG,SG,0.01,
NSE,20363,100,771WB43,771WB43-SG,SG,0.01,
NSE,20362,100,771WB41,771WB41-SG,SG,0.01,
NSE,13991,100,771WB39,771WB39-SG,SG,0.01,
NSE,19748,100,771UP33,771UP33-SG,SG,0.01,
NSE,19482,100,771UK33,771UK33-SG,SG,0.01,
NSE,19617,100,771RJ33,771RJ33-SG,SG,0.01,
NSE,21470,1,771REC27,771REC27-NJ,NJ,0.01,
NSE,755871,1,771NIIF35,771NIIF35-N0,N0,0.01,
NSE,21879,100,771MP40,771MP40-SG,SG,0.01,
NSE,11286,100,771MN32,771MN32-SG,SG,0.01,
NSE,19911,100,771MH33,771MH33-SG,SG,0.01,
NSE,20364,100,771KL43,771KL43-SG,SG,0.01,
NSE,10845,100,771KL42,771KL42-SG,SG,0.01,
NSE,21283,100,771KA38,771KA38-SG,SG,0.01,
NSE,20478,100,771KA36,771KA36-SG,SG,0.01,
NSE,20746,100,771JK48,771JK48-SG,SG,0.01,
NSE,20475,100,771HR33A,771HR33A-SG,SG,0.01,
NSE,20344,100,771HR33,771HR33-SG,SG,0.01,
NSE,20753,1,771HDFCB33,771HDFCB33-N0,N0,0.01,
NSE,14432,100,771GJ34,771GJ34-SG,SG,0.01,
NSE,14374,100,771GJ33,771GJ33-SG,SG,0.01,
NSE,14431,100,771BR33,771BR33-SG,SG,0.01,
NSE,14160,100,771AS33,771AS33-SG,SG,0.01,
NSE,10846,100,771AP42,771AP42-SG,SG,0.01,
NSE,10847,100,771AP39,771AP39-SG,SG,0.01,
NSE,20398,100,771AP37A,771AP37A-SG,SG,0.01,
NSE,10848,100,771AP37,771AP37-SG,SG,0.01,
NSE,13972,100,771AP36,771AP36-SG,SG,0.01,
NSE,11281,100,771AP34,771AP34-SG,SG,0.01,
NSE,14959,100,771AP33A,771AP33A-SG,SG,0.01,
NSE,14270,100,771AP33,771AP33-SG,SG,0.01,
NSE,9711,100,771AP32,771AP32-SG,SG,0.01,
NSE,20472,100,771AP31,771AP31-SG,SG,0.01,
NSE,25840,1,7712TCHF28,7712TCHF28-N0,N0,0.01,
NSE,28797,1,770TPREL34,770TPREL34-N0,N0,0.01,
NSE,29169,1,770SUNF28,770SUNF28-N0,N0,0.01,
NSE,27158,1,770SHFL29,770SHFL29-N0,N0,0.01,
NSE,756171,1,770SHFL27,770SHFL27-N0,N0,0.01,
NSE,23896,1,770RECL26,770RECL26-NR,NR,0.01,
NSE,23797,1,770NABAR27,770NABAR27-N4,N4,0.01,
NSE,9722,100,770MH32,770MH32-SG,SG,0.01,
NSE,21547,100,76TS47,76TS47-SG,SG,0.01,
NSE,21542,100,76TS43,76TS43-SG,SG,0.01,
NSE,10720,100,76TN32,76TN32-SG,SG,0.01,
NSE,22492,100,76TN31,76TN31-SG,SG,0.01,
NSE,12003,1,76NHAI31,76NHAI31-NA,NA,0.01,
NSE,21934,100,76MH30,76MH30-SG,SG,0.01,
NSE,13911,100,76KL45,76KL45-SG,SG,0.01,
NSE,20740,100,76KA38,76KA38-SG,SG,0.01,
NSE,13601,100,76KA33,76KA33-SG,SG,0.01,
NSE,13374,100,76KA32A,76KA32A-SG,SG,0.01,
NSE,13245,100,76KA32,76KA32-SG,SG,0.01,
NSE,20197,100,76JK53A,76JK53A-SG,SG,0.01,
NSE,19623,100,76JK53,76JK53-SG,SG,0.01,
NSE,14103,100,76JK35,76JK35-SG,SG,0.01,
NSE,3425,1,76IGT26,76IGT26-ND,ND,0.01,
NSE,14107,100,76GJ35,76GJ35-SG,SG,0.01,
NSE,22493,100,76GJ33,76GJ33-SG,SG,0.01,
NSE,12667,100,76GJ32,76GJ32-SG,SG,0.01,
NSE,21543,100,76AP44,76AP44-SG,SG,0.01,
NSE,19164,100,76AP34,76AP34-SG,SG,0.01,
NSE,14954,100,76AP29,76AP29-SG,SG,0.01,
NSE,11299,100,76AP28,76AP28-SG,SG,0.01,
NSE,14347,100,769WB42,769WB42-SG,SG,0.01,
NSE,14340,100,769WB39,769WB39-SG,SG,0.01,
NSE,19485,100,769UP35A,769UP35A-SG,SG,0.01,
NSE,13891,100,769UP35,769UP35-SG,SG,0.01,
NSE,14533,100,769TS32,769TS32-SG,SG,0.01,
NSE,14349,100,769TN43,769TN43-SG,SG,0.01,
NSE,13393,100,769TN37,769TN37-SG,SG,0.01,
NSE,756930,1,769TFSIL28,769TFSIL28-N0,N0,0.01,
NSE,14380,100,769RJ39,769RJ39-SG,SG,0.01,
NSE,13397,100,769PY37,769PY37-SG,SG,0.01,
NSE,14381,100,769PN39,769PN39-SG,SG,0.01,
NSE,22503,100,769PN36,769PN36-SG,SG,0.01,
NSE,14529,1,769NHAI31,769NHAI31-NE,NE,0.01,
NSE,13897,100,769MZ37,769MZ37-SG,SG,0.01,
NSE,9708,100,769MZ31,769MZ31-SG,SG,0.01,
NSE,14352,100,769MP43,769MP43-SG,SG,0.01,
NSE,13252,100,769MN34,769MN34-SG,SG,0.01,
NSE,14531,100,769MH31,769MH31-SG,SG,0.01,
NSE,27750,1,769LICH26,769LICH26-N0,N0,0.01,
NSE,22633,1,769LIC34,769LIC34-N0,N0,0.01,
NSE,11292,100,769KL40,769KL40-SG,SG,0.01,
NSE,21540,100,769KA40,769KA40-SG,SG,0.01,
NSE,20392,100,769KA33A,769KA33A-SG,SG,0.01,
NSE,19615,100,769KA33,769KA33-SG,SG,0.01,
NSE,3451,1,769IGT28,769IGT28-NH,NH,0.01,
NSE,19930,1,769HUDCO31,769HUDCO31-N9,N9,0.01,
NSE,9873,100,769HR27,769HR27-SG,SG,0.01,
NSE,9888,1,769GS2043,769GS2043-GS,GS,0.01,
NSE,21865,100,769GA34,769GA34-SG,SG,0.01,
NSE,12301,100,769GA32A,769GA32A-SG,SG,0.01,
NSE,11283,100,769GA32,769GA32-SG,SG,0.01,
NSE,22504,100,769BR39,769BR39-SG,SG,0.01,
NSE,11282,100,769BR32,769BR32-SG,SG,0.01,
NSE,13959,100,769AS33,769AS33-SG,SG,0.01,
NSE,14351,100,769AP43,769AP43-SG,SG,0.01,
NSE,20190,100,769AP42,769AP42-SG,SG,0.01,
NSE,13878,100,769AP35,769AP35-SG,SG,0.01,
NSE,11291,100,768WB32,768WB32-SG,SG,0.01,
NSE,20220,100,768UP34A,768UP34A-SG,SG,0.01,
NSE,19532,100,768UP34,768UP34-SG,SG,0.01,
NSE,11289,100,768UP32,768UP32-SG,SG,0.01,
NSE,13993,100,768TS42,768TS42-SG,SG,0.01,
NSE,20225,100,768TS37,768TS37-SG,SG,0.01,
NSE,20335,100,768TN30B,768TN30B-SG,SG,0.01,
NSE,19745,100,768TN30A,768TN30A-SG,SG,0.01,
NSE,19614,100,768TN30,768TN30-SG,SG,0.01,
NSE,23252,1,768SIDBI27,768SIDBI27-N3,N3,0.01,
NSE,22668,1,768SIDB27,768SIDB27-N2,N2,0.01,
NSE,24171,1,768SID27,768SID27-N0,N0,0.01,
NSE,11276,100,768PN42,768PN42-SG,SG,0.01,
NSE,13398,100,768PN39,768PN39-SG,SG,0.01,
NSE,19619,100,768MP34,768MP34-SG,SG,0.01,
NSE,23907,1,768LIC34,768LIC34-N4,N4,0.01,
NSE,21513,100,768KA39,768KA39-SG,SG,0.01,
NSE,20945,100,768KA37,768KA37-SG,SG,0.01,
NSE,13254,100,768KA34,768KA34-SG,SG,0.01,
NSE,11978,100,768KA31,768KA31-SG,SG,0.01,
NSE,21288,100,768JK44,768JK44-SG,SG,0.01,
NSE,12701,100,768JK37,768JK37-SG,SG,0.01,
NSE,21851,100,768JH32,768JH32-SG,SG,0.01,
NSE,20848,1,768IREDA33,768IREDA33-N8,N8,0.01,
NSE,13968,100,768HR33,768HR33-SG,SG,0.01,
NSE,12295,100,768HR31,768HR31-SG,SG,0.01,
NSE,14548,100,768GJ33,768GJ33-SG,SG,0.01,
NSE,14156,100,768GJ30,768GJ30-SG,SG,0.01,
NSE,21499,100,768CG32,768CG32-SG,SG,0.01,
NSE,14271,100,768BR33,768BR33-SG,SG,0.01,
NSE,11985,100,768BR32,768BR32-SG,SG,0.01,
NSE,10528,100,768AS32,768AS32-SG,SG,0.01,
NSE,21496,100,768AS31,768AS31-SG,SG,0.01,
NSE,20244,100,768AR33,768AR33-SG,SG,0.01,
NSE,21870,100,768AP37,768AP37-SG,SG,0.01,
NSE,28840,1,7685TCHF28,7685TCHF28-N0,N0,0.01,
NSE,22508,100,767WB44,767WB44-SG,SG,0.01,
NSE,22507,100,767WB43,767WB43-SG,SG,0.01,
NSE,13401,100,767WB41,767WB41-SG,SG,0.01,
NSE,13399,100,767WB39,767WB39-SG,SG,0.01,
NSE,13237,100,767WB37,767WB37-SG,SG,0.01,
NSE,20938,100,767UP33,767UP33-SG,SG,0.01,
NSE,20931,100,767UK33A,767UK33A-SG,SG,0.01,
NSE,14102,100,767UK33,767UK33-SG,SG,0.01,
NSE,19733,100,767TS45,767TS45-SG,SG,0.01,
NSE,13389,100,767TS35,767TS35-SG,SG,0.01,
NSE,14564,100,767TN53,767TN53-SG,SG,0.01,
NSE,20470,100,767TN30,767TN30-SG,SG,0.01,
NSE,21863,100,767RJ34,767RJ34-SG,SG,0.01,
NSE,20942,100,767RJ33,767RJ33-SG,SG,0.01,
NSE,19167,100,767PN35,767PN35-SG,SG,0.01,
NSE,20243,100,767NL33B,767NL33B-SG,SG,0.01,
NSE,13967,100,767NL33A,767NL33A-SG,SG,0.01,
NSE,13626,100,767NL33,767NL33-SG,SG,0.01,
NSE,10541,100,767NL32,767NL32-SG,SG,0.01,
NSE,13965,100,767MP33,767MP33-SG,SG,0.01,
NSE,22506,100,767KL43,767KL43-SG,SG,0.01,
NSE,10851,100,767KL34,767KL34-SG,SG,0.01,
NSE,21820,100,767KA42,767KA42-SG,SG,0.01,
NSE,20222,100,767KA36,767KA36-SG,SG,0.01,
NSE,11984,100,767KA32,767KA32-SG,SG,0.01,
NSE,13257,100,767JH37,767JH37-SG,SG,0.01,
NSE,20944,100,767HR35,767HR35-SG,SG,0.01,
NSE,11284,100,767HR32,767HR32-SG,SG,0.01,
NSE,21509,100,767HP34,767HP34-SG,SG,0.01,
